Director,Actor/Actress,Movies
Carroll Ballard,Dana Delany,['Fly Away Home']
Carroll Ballard,Jeff Daniels,['Fly Away Home']
Carroll Ballard,Kelly Reno,['The Black Stallion']
Carroll Ballard,Mickey Rooney,['The Black Stallion']
Carroll Ballard,Teri Garr,['The Black Stallion']
Carroll Ballard,Terry Kinney,['Fly Away Home']
Carter Smith,Angie Dillard,['The Passenger']
Carter Smith,Betsy Borrego,['The Passenger']
Carter Smith,Cooper Koch,['Swallowed']
Carter Smith,Jena Malone,"['The Ruins', 'Swallowed']"
Carter Smith,Johnny Berchtold,['The Passenger']
Carter Smith,Jonathan Tucker,['The Ruins']
Carter Smith,Jose Colon,['Swallowed']
Carter Smith,Laura Ramsey,['The Ruins']
Carter Smith,Mark Patton,['Swallowed']
Carter Smith,Merah Benoit,['The Passenger']
Carter Smith,Shawn Ashmore,['The Ruins']
Cary Joji Fukunaga,Abraham Attah,['Beasts of No Nation']
Cary Joji Fukunaga,Ana de Armas,['No Time to Die']
Cary Joji Fukunaga,Andrew Adote,['Beasts of No Nation']
Cary Joji Fukunaga,Daniel Craig,['No Time to Die']
Cary Joji Fukunaga,Emmanuel Affadzi,['Beasts of No Nation']
Cary Joji Fukunaga,Jamie Bell,['Jane Eyre']
Cary Joji Fukunaga,Léa Seydoux,['No Time to Die']
Cary Joji Fukunaga,Mia Wasikowska,['Jane Eyre']
Cary Joji Fukunaga,Michael Fassbender,['Jane Eyre']
Cary Joji Fukunaga,Rami Malek,['No Time to Die']
Cary Joji Fukunaga,Ricky Adelayitor,['Beasts of No Nation']
Cary Joji Fukunaga,Su Elliot,['Jane Eyre']
Cary Medoway,Jane Kaczmarek,['The Heavenly Kid']
Cary Medoway,Jason Gedrick,['The Heavenly Kid']
Cary Medoway,Lewis Smith,['The Heavenly Kid']
Cary Medoway,Richard Mulligan,['The Heavenly Kid']
Casey Affleck,Anna Pniowsky,['Light of My Life']
Casey Affleck,Casey Affleck,['Light of My Life']
Casey Affleck,Elisabeth Moss,['Light of My Life']
Casey Affleck,Tom Bower,['Light of My Life']
Casey La Scala,Adam Brody,['Grind']
Casey La Scala,Joey Kern,['Grind']
Casey La Scala,Mike Vogel,['Grind']
Casey La Scala,Vince Vieluf,['Grind']
Casey Tebo,Devon Sawa,['Black Friday']
Casey Tebo,Ivana Baquero,['Black Friday']
Casey Tebo,Ryan Lee,['Black Friday']
Casey Tebo,Stephen Peck,['Black Friday']
Casper Christensen,Anthony Hines,['Robots']
Casper Christensen,Jack Whitehall,['Robots']
Casper Christensen,Nicholas Rutherford,['Robots']
Casper Christensen,Paul Rust,['Robots']
Casper Christensen,Shailene Woodley,['Robots']
Castille Landon,Alex Czerwinski,['Perfect Addiction']
Castille Landon,Betsy Sodaro,['Summer Camp']
Castille Landon,Chance Perdomo,"['After We Fell', 'After Ever Happy']"
Castille Landon,Diane Keaton,['Summer Camp']
Castille Landon,Kathy Bates,['Summer Camp']
Castille Landon,Louise Lombard,"['After We Fell', 'After Ever Happy']"
Castille Landon,Manu Bennett,['Perfect Addiction']
Castille Landon,Mimi Keene,['After Everything']
Castille Landon,Ross Butler,['Perfect Addiction']
Castille Landon,Ryan Bown,['Perfect Addiction']
Castille Landon,Stephen Moyer,['After Everything']
Castille Landon,Victoria Rowell,['Summer Camp']
Cate Shortland,David Harbour,['Black Widow']
Cate Shortland,Emma Bading,['Berlin Syndrome']
Cate Shortland,Florence Pugh,['Black Widow']
Cate Shortland,Kai-Peter Malina,['Lore']
Cate Shortland,Matthias Habich,['Berlin Syndrome']
Cate Shortland,Max Riemelt,['Berlin Syndrome']
Cate Shortland,Nele Trebs,['Lore']
Cate Shortland,Rachel Weisz,['Black Widow']
Cate Shortland,Saskia Rosendahl,['Lore']
Cate Shortland,Scarlett Johansson,['Black Widow']
Cate Shortland,Teresa Palmer,['Berlin Syndrome']
Cate Shortland,Ursina Lardi,['Lore']
Catherine Breillat,Alexandre Belin,"[""Anatomie de l'enfer""]"
Catherine Breillat,Amira Casar,"[""Anatomie de l'enfer""]"
Catherine Breillat,Anaïs Reboux,['À ma soeur!']
Catherine Breillat,Arsinée Khanjian,['À ma soeur!']
Catherine Breillat,Bruno Balp,['Une vraie jeune fille']
Catherine Breillat,Caroline Ducey,['Romance']
Catherine Breillat,Charlotte Alexandra,['Une vraie jeune fille']
Catherine Breillat,Clotilde Courau,"[""L'été dernier""]"
Catherine Breillat,François Berléand,['Romance']
Catherine Breillat,Hiram Keller,['Une vraie jeune fille']
Catherine Breillat,Libero De Rienzo,['À ma soeur!']
Catherine Breillat,Léa Drucker,"[""L'été dernier""]"
Catherine Breillat,Manuel Taglang,"[""Anatomie de l'enfer""]"
Catherine Breillat,Olivier Rabourdin,"[""L'été dernier""]"
Catherine Breillat,Rita Maiden,['Une vraie jeune fille']
Catherine Breillat,Rocco Siffredi,"['Romance', ""Anatomie de l'enfer""]"
Catherine Breillat,Roxane Mesquida,['À ma soeur!']
Catherine Breillat,Sagamore Stévenin,['Romance']
Catherine Breillat,Samuel Kircher,"[""L'été dernier""]"
Catherine Corsini,Cécile de France,['La belle saison']
Catherine Corsini,Izïa Higelin,['La belle saison']
Catherine Corsini,Jean-Henri Compère,['La belle saison']
Catherine Corsini,Noémie Lvovsky,['La belle saison']
Catherine Hardwicke,Alessandro Bressanello,['Mafia Mamma']
Catherine Hardwicke,Amanda Seyfried,['Red Riding Hood']
Catherine Hardwicke,Barbarella Pardo,['Miss Bala']
Catherine Hardwicke,Billy Burke,"['Twilight', 'Red Riding Hood']"
Catherine Hardwicke,Brian Cox,"[""Prisoner's Daughter""]"
Catherine Hardwicke,Christopher Convery,"[""Prisoner's Daughter""]"
Catherine Hardwicke,Emile Hirsch,['Lords of Dogtown']
Catherine Hardwicke,Evan Rachel Wood,['Thirteen']
Catherine Hardwicke,Gary Oldman,['Red Riding Hood']
Catherine Hardwicke,Gina Rodriguez,['Miss Bala']
Catherine Hardwicke,Heath Ledger,['Lords of Dogtown']
Catherine Hardwicke,Holly Hunter,['Thirteen']
Catherine Hardwicke,Johnny Knoxville,['Lords of Dogtown']
Catherine Hardwicke,Kate Beckinsale,"[""Prisoner's Daughter""]"
Catherine Hardwicke,Kristen Stewart,['Twilight']
Catherine Hardwicke,Lukas Haas,['Red Riding Hood']
Catherine Hardwicke,Monica Bellucci,['Mafia Mamma']
Catherine Hardwicke,Nikki Reed,['Thirteen']
Catherine Hardwicke,Robert Pattinson,['Twilight']
Catherine Hardwicke,Sarah Clarke,['Twilight']
Catherine Hardwicke,Sophia Nomvete,['Mafia Mamma']
Catherine Hardwicke,Steven Littles,"[""Prisoner's Daughter""]"
Catherine Hardwicke,Thomas Dekker,['Miss Bala']
Catherine Hardwicke,Toni Collette,['Mafia Mamma']
Catherine Hardwicke,Vanessa Hudgens,['Thirteen']
Catherine Hardwicke,Victor Rasuk,['Lords of Dogtown']
Catherine Hardwicke,Vivian Chan,['Miss Bala']
Cathy Yan,Jurnee Smollett,['Birds of Prey and the Fantabulous Emancipation of One Harley Quinn']
Cathy Yan,Margot Robbie,['Birds of Prey and the Fantabulous Emancipation of One Harley Quinn']
Cathy Yan,Mary Elizabeth Winstead,['Birds of Prey and the Fantabulous Emancipation of One Harley Quinn']
Cathy Yan,Rosie Perez,['Birds of Prey and the Fantabulous Emancipation of One Harley Quinn']
Caye Casas,Claudia Riera,['La mesita del comedor']
Caye Casas,David Pareja,['La mesita del comedor']
Caye Casas,Estefanía de los Santos,['La mesita del comedor']
Caye Casas,Josep Maria Riera,['La mesita del comedor']
Cecil B. DeMille,Angela Lansbury,['Samson and Delilah']
Cecil B. DeMille,Anne Baxter,['The Ten Commandments']
Cecil B. DeMille,Betty Hutton,['The Greatest Show on Earth']
Cecil B. DeMille,Charlton Heston,"['The Ten Commandments', 'The Greatest Show on Earth']"
Cecil B. DeMille,Cornel Wilde,['The Greatest Show on Earth']
Cecil B. DeMille,Edward G. Robinson,['The Ten Commandments']
Cecil B. DeMille,Fannie Ward,['The Cheat']
Cecil B. DeMille,George Sanders,['Samson and Delilah']
Cecil B. DeMille,Hedy Lamarr,['Samson and Delilah']
Cecil B. DeMille,Jack Dean,['The Cheat']
Cecil B. DeMille,James Neill,['The Cheat']
Cecil B. DeMille,James Stewart,['The Greatest Show on Earth']
Cecil B. DeMille,Sessue Hayakawa,['The Cheat']
Cecil B. DeMille,Victor Mature,['Samson and Delilah']
Cecil B. DeMille,Yul Brynner,['The Ten Commandments']
Cedric Nicolas-Troyan,Charlize Theron,"[""The Huntsman: Winter's War""]"
Cedric Nicolas-Troyan,Chris Hemsworth,"[""The Huntsman: Winter's War""]"
Cedric Nicolas-Troyan,Emily Blunt,"[""The Huntsman: Winter's War""]"
Cedric Nicolas-Troyan,Jessica Chastain,"[""The Huntsman: Winter's War""]"
Cedric Nicolas-Troyan,Mary Elizabeth Winstead,['Kate']
Cedric Nicolas-Troyan,Miku Martineau,['Kate']
Cedric Nicolas-Troyan,Tadanobu Asano,['Kate']
Cedric Nicolas-Troyan,Woody Harrelson,['Kate']
Celine Song,Chris Evans,['Materialists']
Celine Song,Dakota Johnson,['Materialists']
Celine Song,Greta Lee,['Past Lives']
Celine Song,John Magaro,['Past Lives']
Celine Song,Marin Ireland,['Materialists']
Celine Song,Moon Seung-ah,['Past Lives']
Celine Song,Pedro Pascal,['Materialists']
Celine Song,Teo Yoo,['Past Lives']
Celyn Jones,Celyn Jones,['The Almond and the Seahorse']
Celyn Jones,Charlotte Gainsbourg,['The Almond and the Seahorse']
Celyn Jones,Rebel Wilson,['The Almond and the Seahorse']
Celyn Jones,Tom Stern,['The Almond and the Seahorse']
Celyn Jones,Trine Dyrholm,['The Almond and the Seahorse']
Chad Hartigan,Jack O'Connell,['Little Fish']
Chad Hartigan,Jonah Hauer-King,['The Threesome']
Chad Hartigan,Josh Segarra,['The Threesome']
Chad Hartigan,Olivia Cooke,['Little Fish']
Chad Hartigan,Raúl Castillo,['Little Fish']
Chad Hartigan,Ruby Cruz,['The Threesome']
Chad Hartigan,Soko,['Little Fish']
Chad Hartigan,Zoey Deutch,['The Threesome']
Chad Stahelski,Alfie Allen,['John Wick']
Chad Stahelski,George Georgiou,['John Wick: Chapter 4']
Chad Stahelski,Halle Berry,['John Wick: Chapter 3 - Parabellum']
Chad Stahelski,Henry Cavill,['Highlander']
Chad Stahelski,Ian McShane,"['John Wick: Chapter 2', 'John Wick: Chapter 3 - Parabellum']"
Chad Stahelski,Lance Reddick,['John Wick: Chapter 4']
Chad Stahelski,Laurence Fishburne,"['John Wick: Chapter 4', 'John Wick: Chapter 3 - Parabellum']"
Chad Stahelski,Michael Nyqvist,['John Wick']
Chad Stahelski,Riccardo Scamarcio,['John Wick: Chapter 2']
Chad Stahelski,Ruby Rose,['John Wick: Chapter 2']
Chad Stahelski,Willem Dafoe,['John Wick']
Chantal Akerman,Delphine Seyrig,"['Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles']"
Chantal Akerman,Henri Storck,"['Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles']"
Chantal Akerman,Jacques Doniol-Valcroze,"['Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles']"
Chantal Akerman,Jan Decorte,"['Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles']"
Charles Band,Jeffrey Byron,['Metalstorm: The Destruction of Jared-Syn']
Charles Band,Kelly Preston,['Metalstorm: The Destruction of Jared-Syn']
Charles Band,Michael Preston,['Metalstorm: The Destruction of Jared-Syn']
Charles Band,Tim Thomerson,['Metalstorm: The Destruction of Jared-Syn']
Charles Chaplin,Carl Miller,['The Kid']
Charles Chaplin,Edna Purviance,['The Kid']
Charles Chaplin,Florence Lee,['City Lights']
Charles Chaplin,Harry Myers,['City Lights']
Charles Chaplin,Henry Bergman,['Modern Times']
Charles Chaplin,Jack Oakie,['The Great Dictator']
Charles Chaplin,Jackie Coogan,['The Kid']
Charles Chaplin,Paulette Goddard,"['The Great Dictator', 'Modern Times']"
Charles Chaplin,Reginald Gardiner,['The Great Dictator']
Charles Chaplin,Tiny Sandford,['Modern Times']
Charles Chaplin,Virginia Cherrill,['City Lights']
Charles Crichton,Alec Guinness,['The Lavender Hill Mob']
Charles Crichton,Alfie Bass,['The Lavender Hill Mob']
Charles Crichton,Jamie Lee Curtis,['A Fish Called Wanda']
Charles Crichton,John Cleese,"['A Fish Called Wanda', 'A Fish Called Wanda']"
Charles Crichton,Kevin Kline,['A Fish Called Wanda']
Charles Crichton,Michael Palin,['A Fish Called Wanda']
Charles Crichton,Sidney James,['The Lavender Hill Mob']
Charles Crichton,Stanley Holloway,['The Lavender Hill Mob']
Charles Ferguson,Andri Snær Magnason,['Inside Job']
Charles Ferguson,Gylfi Zoega,['Inside Job']
Charles Ferguson,Matt Damon,['Inside Job']
Charles Ferguson,Sigridur Benediktsdottir,['Inside Job']
Charles Guard,Aml Ameen,['Dead Shot']
Charles Guard,Arielle Kebbel,['The Uninvited']
Charles Guard,Brian McCann,['Dead Shot']
Charles Guard,Colin Morgan,['Dead Shot']
Charles Guard,David Strathairn,['The Uninvited']
Charles Guard,Elizabeth Banks,['The Uninvited']
Charles Guard,Emily Browning,['The Uninvited']
Charles Guard,Máiréad Tyers,['Dead Shot']
Charles Guard,Thomas Guard,"['The Uninvited', 'Dead Shot']"
Charles Herman-Wurmfeld,Bob Newhart,"['Legally Blonde 2: Red, White & Blonde']"
Charles Herman-Wurmfeld,Reese Witherspoon,"['Legally Blonde 2: Red, White & Blonde']"
Charles Herman-Wurmfeld,Regina King,"['Legally Blonde 2: Red, White & Blonde']"
Charles Herman-Wurmfeld,Sally Field,"['Legally Blonde 2: Red, White & Blonde']"
Charles Jarrott,Anthony Quayle,['Anne of the Thousand Days']
Charles Jarrott,Geneviève Bujold,['Anne of the Thousand Days']
Charles Jarrott,Irene Papas,['Anne of the Thousand Days']
Charles Jarrott,Richard Burton,['Anne of the Thousand Days']
Charles Jones,Jason Weaver,['The Deadly Getaway']
Charles Jones,Jeff Logan,['The Deadly Getaway']
Charles Jones,Princess Love Norwood,['The Deadly Getaway']
Charles Jones,Yandy Smith-Harris,['The Deadly Getaway']
Charles Kaufman,Deborah Luce,"[""Mother's Day""]"
Charles Kaufman,Frederick Coffin,"[""Mother's Day""]"
Charles Kaufman,Nancy Hendrickson,"[""Mother's Day""]"
Charles Kaufman,Tiana Pierce,"[""Mother's Day""]"
Charles Kinnane,Daniel Kinnane,['Home Team']
Charles Kinnane,Jackie Sandler,['Home Team']
Charles Kinnane,Kevin James,['Home Team']
Charles Kinnane,Rob Schneider,['Home Team']
Charles Kinnane,Taylor Lautner,['Home Team']
Charles Laughton,James Gleason,['The Night of the Hunter']
Charles Laughton,Lillian Gish,['The Night of the Hunter']
Charles Laughton,Robert Mitchum,['The Night of the Hunter']
Charles Laughton,Shelley Winters,['The Night of the Hunter']
Charles Martin Smith,Alexandra Shipp,"[""A Dog's Way Home""]"
Charles Martin Smith,Ashley Judd,"[""A Dog's Way Home""]"
Charles Martin Smith,Bill Cobbs,['Air Bud']
Charles Martin Smith,Doug Savant,['Trick or Treat']
Charles Martin Smith,Edward James Olmos,"[""A Dog's Way Home""]"
Charles Martin Smith,Jonah Hauer-King,"[""A Dog's Way Home""]"
Charles Martin Smith,Kevin Zegers,['Air Bud']
Charles Martin Smith,Lisa Orgolini,['Trick or Treat']
Charles Martin Smith,Marc Price,['Trick or Treat']
Charles Martin Smith,Michael Jeter,['Air Bud']
Charles Martin Smith,Tony Fields,['Trick or Treat']
Charles Martin Smith,Wendy Makkena,['Air Bud']
Charles Nichols,Debbie Reynolds,"[""Charlotte's Web""]"
Charles Nichols,Henry Gibson,"[""Charlotte's Web""]"
Charles Nichols,Iwao Takamoto,"[""Charlotte's Web""]"
Charles Nichols,Paul Lynde,"[""Charlotte's Web""]"
Charles Nichols,Rex Allen,"[""Charlotte's Web""]"
Charles Shyer,Barrett Doss,['The Noel Diary']
Charles Shyer,Bonnie Bedelia,['The Noel Diary']
Charles Shyer,Harold Ramis,['Baby Boom']
Charles Shyer,James Remar,['The Noel Diary']
Charles Shyer,Justin Hartley,['The Noel Diary']
Charles Shyer,Kimberly Williams-Paisley,"['Father of the Bride', 'Father of the Bride Part II']"
Charles Shyer,Kristina Kennedy,['Baby Boom']
Charles Shyer,Martin Short,"['Father of the Bride', 'Father of the Bride Part II']"
Charles Shyer,Sam Shepard,['Baby Boom']
Charles Shyer,Steve Martin,"['Father of the Bride', 'Father of the Bride Part II']"
Charles Stone III,Chi McBride,['Paid in Full']
Charles Stone III,Chris Webber,['Uncle Drew']
Charles Stone III,Elias Ferguson,['The Underdoggs']
Charles Stone III,Kevin Carroll,['Paid in Full']
Charles Stone III,Kyrie Irving,['Uncle Drew']
Charles Stone III,Leonard Roberts,['Drumline']
Charles Stone III,Lil Rel Howery,['Uncle Drew']
Charles Stone III,Mekhi Phifer,['Paid in Full']
Charles Stone III,Mike Epps,['The Underdoggs']
Charles Stone III,Nick Cannon,['Drumline']
Charles Stone III,Orlando Jones,['Drumline']
Charles Stone III,Shaquille O'Neal,['Uncle Drew']
Charles Stone III,Snoop Dogg,['The Underdoggs']
Charles Stone III,Tika Sumpter,['The Underdoggs']
Charles Stone III,Wood Harris,['Paid in Full']
Charles Stone III,Zoe Saldana,['Drumline']
Charles T. Kanganis,J. Evan Bonifant,['3 Ninjas Kick Back']
Charles T. Kanganis,Max Elliott Slade,['3 Ninjas Kick Back']
Charles T. Kanganis,Sean Fox,['3 Ninjas Kick Back']
Charles T. Kanganis,Victor Wong,['3 Ninjas Kick Back']
Charles Vidor,Claire Trevor,['The Desperadoes']
Charles Vidor,Evelyn Keyes,['The Desperadoes']
Charles Vidor,George Macready,['Gilda']
Charles Vidor,Glenn Ford,"['Gilda', 'The Desperadoes']"
Charles Vidor,Joseph Calleia,['Gilda']
Charles Vidor,Randolph Scott,['The Desperadoes']
Charles Vidor,Rita Hayworth,['Gilda']
Charles Walters,Bing Crosby,['High Society']
Charles Walters,Celeste Holm,['High Society']
Charles Walters,Frank Sinatra,['High Society']
Charles Walters,Grace Kelly,['High Society']
Charlie Bean,Ashley Jensen,['Lady and the Tramp']
Charlie Bean,Bob Logan,['The Lego Ninjago Movie']
Charlie Bean,Dave Franco,['The Lego Ninjago Movie']
Charlie Bean,Fred Armisen,['The Lego Ninjago Movie']
Charlie Bean,Jackie Chan,['The Lego Ninjago Movie']
Charlie Bean,Justin Theroux,['Lady and the Tramp']
Charlie Bean,Kumail Nanjiani,['The Lego Ninjago Movie']
Charlie Bean,Paul Fisher,['The Lego Ninjago Movie']
Charlie Bean,Sam Elliott,['Lady and the Tramp']
Charlie Bean,Tessa Thompson,['Lady and the Tramp']
Charlie Day,Adrien Brody,"[""Fool's Paradise""]"
Charlie Day,Charlie Day,"[""Fool's Paradise""]"
Charlie Day,Kate Beckinsale,"[""Fool's Paradise""]"
Charlie Day,Ken Jeong,"[""Fool's Paradise""]"
Charlie Haskell,Catherine Sutherland,['Mighty Morphin Power Rangers: Once & Always']
Charlie Haskell,Charlie Kersh,['Mighty Morphin Power Rangers: Once & Always']
Charlie Haskell,Steve Cardenas,['Mighty Morphin Power Rangers: Once & Always']
Charlie Haskell,Walter Jones,['Mighty Morphin Power Rangers: Once & Always']
Charlie Kaufman,Catherine Keener,"['Synecdoche, New York']"
Charlie Kaufman,David Thewlis,"[""I'm Thinking of Ending Things""]"
Charlie Kaufman,Jesse Plemons,"[""I'm Thinking of Ending Things""]"
Charlie Kaufman,Jessie Buckley,"[""I'm Thinking of Ending Things""]"
Charlie Kaufman,Michelle Williams,"['Synecdoche, New York']"
Charlie Kaufman,Philip Seymour Hoffman,"['Synecdoche, New York']"
Charlie Kaufman,Samantha Morton,"['Synecdoche, New York']"
Charlie Kaufman,Toni Collette,"[""I'm Thinking of Ending Things""]"
Charlie McDowell,Brian McCarthy,['The Discovery']
Charlie McDowell,Elisabeth Moss,['The One I Love']
Charlie McDowell,Jason Segel,"['Windfall', 'The Discovery']"
Charlie McDowell,Jesse Plemons,['Windfall']
Charlie McDowell,Kiana Cason,['The One I Love']
Charlie McDowell,Lily Collins,['Windfall']
Charlie McDowell,Mark Duplass,['The One I Love']
Charlie McDowell,Mary Steenburgen,['The Discovery']
Charlie McDowell,Omar Leyva,['Windfall']
Charlie McDowell,Robert Redford,['The Discovery']
Charlie McDowell,Ted Danson,['The One I Love']
Charlie Stratton,Elizabeth Olsen,['In Secret']
Charlie Stratton,Jessica Lange,['In Secret']
Charlie Stratton,Oscar Isaac,['In Secret']
Charlie Stratton,Tom Felton,['In Secret']
Charlotte Le Bon,Arthur Igual,['Falcon Lake']
Charlotte Le Bon,Joseph Engel,['Falcon Lake']
Charlotte Le Bon,Monia Chokri,['Falcon Lake']
Charlotte Le Bon,Sara Montpetit,['Falcon Lake']
Charlotte Regan,Alin Uzun,['Scrapper']
Charlotte Regan,Cary Crankson,['Scrapper']
Charlotte Regan,Carys Bowkett,['Scrapper']
Charlotte Regan,Lola Campbell,['Scrapper']
Charlotte Wells,Celia Rowlson-Hall,['Aftersun']
Charlotte Wells,Frankie Corio,['Aftersun']
Charlotte Wells,Paul Mescal,['Aftersun']
Charlotte Wells,Sally Messham,['Aftersun']
Cheol-soo Jang,Jee An,['Inmineul wihae bongmuhara']
Cheol-soo Jang,Ji-chul Kim,['Inmineul wihae bongmuhara']
Cheol-soo Jang,Jo Sung-ha,['Inmineul wihae bongmuhara']
Cheol-soo Jang,Kim Soo-hyun,['Eunmilhagae euidaehagae']
Cheol-soo Jang,Lee Hyun-woo,['Eunmilhagae euidaehagae']
Cheol-soo Jang,Park Gi-woong,['Eunmilhagae euidaehagae']
Cheol-soo Jang,Son Hyeon-ju,['Eunmilhagae euidaehagae']
Cheol-soo Jang,Yeon Woo-jin,['Inmineul wihae bongmuhara']
Chidambaram,Balu Varghese,['Manjummel Boys']
Chidambaram,Ganapathi,['Manjummel Boys']
Chidambaram,Soubin Shahir,['Manjummel Boys']
Chidambaram,Sreenath Bhasi,['Manjummel Boys']
Ching-Po Wong,Ben Yuen,['Zhou chu chu san hai']
Ching-Po Wong,Ethan Juan,['Zhou chu chu san hai']
Ching-Po Wong,Gingle Wang,['Zhou chu chu san hai']
Ching-Po Wong,Yi-Wen Chen,['Zhou chu chu san hai']
Chinonye Chukwu,Danielle Deadwyler,['Till']
Chinonye Chukwu,Frankie Faison,['Till']
Chinonye Chukwu,Haley Bennett,['Till']
